Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,Age,IsRemodeled,RemodAge,TotalPorchSF,HasPool,HasGarage,HasFireplace,QualityScore
1,0.06733141428819403,3,-0.19181473342694602,-0.2178786924659806,1,1,3,3,0,4,0,5,2,2,0,5,0.6461833962946006,-0.5072842015265535,1.0462575960103884,0.896832928430717,1,1,12,13,1,0.5290341666924494,2,4,2,2,4,3,2,0.5808073400138897,6,-0.2930797974556967,-0.9347023881872819,-0.44425166161075447,1,0,1,4,-0.7738610250965184,1.2073785497461735,-0.10119701650206231,0.4135472163019127,1.0866500832401549,-0.24980954419365445,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.20769847452544338,2,0.986849366836289,6,-0.9243112113157019,3,1,0.9989537078068311,2,0.30647527874041897,0.34883989406896637,5,5,2,-0.7407604083206012,0.20000600898329907,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,-1.5521835341880752,0.15764552917621685,8,4,0.34727321973650555,0.02231254773790461,1.585549021446112,-1.0378811763319624,0,-0.8870085963844173,-0.2618521655624669,0,1,0,0.13763553856663102
2,-0.8736160342204271,3,0.5119399257903191,-0.07204408274559655,1,1,3,3,0,2,0,24,1,2,0,2,-0.06318453668168356,2.188278755250165,0.15476400268786517,-0.39560419033923755,1,1,8,8,2,-0.5670159496749859,3,4,1,2,4,1,0,1.1779104021026086,6,-0.2930797974556967,-0.6297884986064965,0.4770293543613952,1,0,1,4,0.26107477608525587,-0.7850250438866518,-0.10119701650206231,-0.4718906513878417,-0.8193981986669597,3.821109117330871,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,3,-0.28775828882527155,6,0.6236316606467388,5,1,-0.08693982174890821,2,0.30647527874041897,-0.05978221088051487,5,5,2,1.6148793004689124,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,-0.4469248572580886,-0.6029615777083905,8,4,0.007288320622424051,-0.029891197834364985,0.3484093944410811,-0.18067196970950117,0,0.35769649965135975,-0.8272726036833639,0,1,1,1.553043609566075
3,0.06733141428819403,3,-0.051063801583493,0.1371968790271284,1,1,0,3,0,4,0,5,2,2,0,5,0.6461833962946006,-0.5072842015265535,0.9802210335420534,0.8489648869947928,1,1,12,13,1,0.338903024057282,2,4,2,2,4,2,2,0.09785633391271989,6,-0.2930797974556967,-0.2884669804190502,-0.29902509751662254,1,0,1,4,-0.6107184357476674,1.2353748531695856,-0.10119701650206231,0.5637554259992817,1.0866500832401549,-0.24980954419365445,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.20769847452544338,2,-0.28775828882527155,6,0.6236316606467388,5,1,0.9185171500619616,2,0.30647527874041897,0.62744587471634,5,5,2,-0.7407604083206012,-0.08120918341682137,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,1.0267533786485603,0.15764552917621685,8,4,0.5361537192443286,0.19632503297880327,1.585549021446112,-0.9719420065917731,1,-0.8391353234599643,-0.437966728255861,0,1,1,0.13763553856663102
4,0.3025682764153493,3,-0.426399619832701,-0.07838471795083064,1,1,0,3,0,0,0,6,2,2,0,5,0.6461833962946006,-0.5072842015265535,-1.859351152596354,-0.682812438954783,1,1,13,15,2,-0.5670159496749859,3,4,0,4,1,3,0,-0.49485626448417025,6,-0.2930797974556967,-0.047266440899921484,-0.6711681680078357,1,2,1,4,-0.5062052144460596,0.9787420717883084,-0.10119701650206231,0.4273821829845651,1.0866500832401549,-0.24980954419365445,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,2,0.3495455390055087,6,0.6236316606467388,2,5,0.7978623134446572,3,1.6196835949879111,0.785322597083185,5,5,2,-0.7407604083206012,-0.18481478061686574,3.8749668872227674,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,-1.5521835341880752,-1.3635686845929977,8,0,-0.5152810613492198,-0.09328146031497807,-0.2701604190614344,1.7975031224961786,1,0.5970628642736245,2.0183679619414785,0,1,1,0.13763553856663102
5,0.06733141428819403,3,0.6996078349149231,0.5189031183822206,1,1,0,3,0,2,0,15,2,2,0,5,1.3555513292708847,-0.5072842015265535,0.9472027523078859,0.7532288041229442,1,1,12,13,1,1.3902164009811486,2,4,2,2,4,0,2,0.46885051587225485,6,-0.2930797974556967,-0.16104028029573694,0.21153704187681022,1,0,1,4,-0.037170270068112604,1.6716505815177571,-0.10119701650206231,1.3780420364639665,1.0866500832401549,-0.24980954419365445,0.7813658143509358,1.2325988725051025,1.3856554504222593,-0.20769847452544338,2,1.6241531946670693,6,0.6236316606467388,5,1,0.8782988711895268,2,1.6196835949879111,1.6861486011763596,5,5,2,0.7769671892887499,0.5404243997834449,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,2.132012055578547,0.15764552917621685,8,4,0.8698426017081494,0.9880818408248921,1.585549021446112,-0.9389724217216784,0,-0.7433887776110584,-0.04866085282835814,0,1,1,0.6820232581818018
6,-0.16790544783896125,3,0.7465248121960741,0.5005152762870417,1,1,0,3,0,4,0,11,2,2,0,0,-0.7725524696579678,-0.5072842015265535,0.7160747836687131,0.513888596943323,1,1,12,13,2,-0.5670159496749859,3,4,5,2,4,3,2,0.6378833680076642,6,-0.2930797974556967,-1.1303933919480844,-0.5804015654490032,1,0,1,4,-0.9268072026110664,0.535467267584284,-0.10119701650206231,-0.2742482702070929,1.0866500832401549,-0.24980954419365445,-1.0273628233099534,1.2325988725051025,-2.2615296350444445,-0.20769847452544338,3,-0.9250621166560519,6,-0.9243112113157019,3,1,0.5967709190824833,3,0.30647527874041897,0.033086449335276324,5,5,2,-0.42456715881865303,-0.25881877861689745,-0.3596007501322808,12.603223215547768,-0.28593545802354126,-0.06315017346937592,3,2,3,1.14431217701962,1.3951729376252227,0.9182526360608242,8,4,-0.47750496144765514,-0.48480955210700005,0.3484093944410811,-0.6752157427609211,1,-0.45614914006434065,2.41694302487916,0,1,0,-0.9511399006637103
7,-0.8736160342204271,3,0.277355039384564,-0.01066673395893057,1,1,3,3,0,4,0,21,2,2,0,2,1.3555513292708847,-0.5072842015265535,1.0792758772445559,0.9925690113025655,1,1,12,13,3,0.4731132423879884,2,4,2,0,4,0,2,2.0362460538551423,6,-0.2930797974556967,-0.5546977646052583,1.4391553414850196,1,0,1,4,1.362287254190001,-0.7850250438866518,-0.10119701650206231,0.3819244353129929,1.0866500832401549,-0.24980954419365445,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,2,0.3495455390055087,6,0.6236316606467388,2,1,1.039171986679266,2,0.30647527874041897,0.7574619990184477,5,5,2,1.274971557254318,0.1408028105832737,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,0.6583338196718981,-0.6029615777083905,8,4,1.587588499837877,1.0340708547814152,0.9669792079435966,-1.1038203460721516,1,-1.0306284151577763,-0.2989289156031814,0,1,1,0.6820232581818018
8,0.06733141428819403,3,-0.051063801583493,0.027123451864264604,1,1,0,3,0,0,0,14,4,2,0,5,0.6461833962946006,0.39123678406568596,0.05570915898536259,-0.5392083146470102,1,1,6,6,3,0.7750862336320777,3,4,1,2,4,2,0,0.9166778124387941,1,-0.10392835969107565,-0.7845209201848056,0.12530876944591934,1,0,1,4,-0.13403618249399296,1.5083388115478533,-0.10119701650206231,1.164588264788758,1.0866500832401549,-0.24980954419365445,0.7813658143509358,1.2325988725051025,0.16992708860002484,-0.20769847452544338,3,0.3495455390055087,6,2.1715745326091795,5,1,-0.20759465836621258,2,0.30647527874041897,0.05166018137843457,5,5,2,1.116874932503344,2.3165203517842055,3.189963298827098,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,3,0.5273601085614298,1.7635924966018848,0.9182526360608242,8,4,0.2402409366820725,0.8066116776450978,1.585549021446112,-0.01582404535902786,0,0.5970628642736245,3.1770164007138084,0,1,1,0.89977834602787
9,-0.16790544783896125,4,-0.8486524153630601,-0.5133522930298892,1,1,3,3,0,4,0,17,0,2,0,0,0.6461833962946006,-0.5072842015265535,-1.3310586528496735,-1.6401732676732679,1,1,3,15,2,-0.5670159496749859,3,4,0,4,4,3,6,-0.9690263432016823,6,-0.2930797974556967,0.8902299957215978,-0.22641181546955652,1,2,1,1,-0.35070993397293587,0.969409970647171,-0.10119701650206231,0.5400383402575919,-0.8193981986669597,-0.24980954419365445,0.7813658143509358,-0.7563210328804112,-1.0458012732222097,4.455931118857386,3,0.986849366836289,2,2.1715745326091795,5,5,-1.8967623710084738,3,0.30647527874041897,-0.022634746794198392,1,5,2,-0.029325596941217873,-0.7028427666170877,2.831893241256634,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,-0.8153444162347508,0.15764552917621685,8,0,-0.6424605976844873,0.22118395944178879,-0.2701604190614344,1.3359289343148533,1,1.6502748686115898,1.0729108359032573,0,1,1,0.13763553856663102
10,3.1254106219412128,3,-0.8955693926442111,-0.34849577769380286,1,1,3,3,0,0,0,3,0,0,1,1,-0.7725524696579678,0.39123678406568596,-1.0669124029763333,-1.6401732676732679,1,1,8,8,2,-0.5670159496749859,3,4,0,4,4,3,2,0.8991159576714788,6,-0.2930797974556967,-0.957457156066445,-0.13791437797469486,1,0,1,4,-0.21050927125126692,-0.7850250438866518,-0.10119701650206231,-0.8375290565722269,1.0866500832401549,-0.24980954419365445,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,4.455931118857386,3,-0.9250621166560519,6,2.1715745326091795,5,1,-1.5750161400289955,2,-1.0067330375070733,-1.2438576286318526,2,5,2,-0.7407604083206012,-0.6436395682170623,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,-1.9206030931647375,0.15764552917621685,8,4,-0.7923057939606936,-0.5966747211904349,-0.2701604190614344,1.072172255354096,1,1.6502748686115898,-0.7901958536426493,0,1,1,-0.40675218104853966
11,-0.8736160342204271,3,0.042770152978809005,0.1308562438218943,1,1,3,3,0,4,0,19,2,2,0,2,-0.7725524696579678,-0.5072842015265535,-0.20843709088797763,-0.9221526461344042,3,1,6,6,2,-0.5670159496749859,3,4,1,4,4,3,5,1.0198537091967712,6,-0.2930797974556967,-0.9711100167939429,-0.026725289840125066,1,0,1,4,-0.3048260807185715,-0.7850250438866518,-0.10119701650206231,-0.9106567376091039,1.0866500832401549,-0.24980954419365445,-1.0273628233099534,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,3,-0.9250621166560519,6,-0.9243112113157019,3,5,-0.5293408893456909,3,-1.0067330375070733,-0.4126831197005214,5,5,2,-0.7407604083206012,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,-1.5521835341880752,0.15764552917621685,8,4,-0.6474974110046959,-0.5817593653126436,-0.2701604190614344,0.21496304873163477,0,0.9321757747447953,-0.8272726036833639,0,1,0,-0.9511399006637103
12,0.06733141428819403,3,0.7465248121960741,0.2226686415936839,1,1,0,3,0,4,0,16,2,2,0,5,2.064919262247169,-0.5072842015265535,1.1122941584787234,1.0404370527384896,3,1,14,15,3,1.0323224854325983,0,4,2,0,4,3,2,1.2218150390208968,6,-0.2930797974556967,-0.8732645149135416,0.27961199379593454,1,0,1,4,0.05714653939919196,1.8792898319080633,-0.10119701650206231,1.62707143675171,1.0866500832401549,-0.24980954419365445,2.590094452011825,-0.7563210328804112,1.3856554504222593,-0.20769847452544338,0,2.89876085032863,6,2.1715745326091795,2,3,1.0793902655517007,0,1.6196835949879111,1.2218053000974036,5,5,2,0.42124978359905824,-0.39202597501695446,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,0.28991426069523585,-1.3635686845929977,6,5,2.0660857652576956,1.1819814672361793,2.204118834948628,-1.169759515812341,1,-1.1263749610066822,-0.6326196659696124,0,1,1,1.2264109777969725
13,-0.8736160342204271,3,-0.051063801583493,0.35506110467897173,1,1,1,3,0,4,0,19,2,2,0,2,-0.7725524696579678,0.39123678406568596,-0.3074919345904802,-1.0657567704421769,3,1,6,10,2,-0.5670159496749859,3,4,1,4,4,3,0,0.6488595272372363,6,-0.2930797974556967,-0.8778154684893742,-0.31717841802838903,1,4,1,4,-0.6311112594162738,-0.7850250438866518,-0.10119701650206231,-1.1636389855204623,1.0866500832401549,-0.24980954419365445,-1.0273628233099534,-0.7563210328804112,-1.0458012732222097,-0.20769847452544338,3,-1.562365944486832,6,-0.9243112113157019,3,5,-0.6499957259629953,3,-1.0067330375070733,-0.5612729760457873,5,5,2,0.3659159649362173,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,2.8471453325503226,-0.06315017346937592,3,4,1,-0.08959195989676072,1.0267533786485603,0.15764552917621685,8,4,-0.46491292814713364,-0.8999536240388583,-0.2701604190614344,0.3138718033419188,0,1.0757955935181542,0.8041043981080767,0,1,0,-0.40675218104853966
14,-0.8736160342204271,3,1.0280266758829801,0.061362881972528684,1,1,0,3,0,4,0,5,2,2,0,2,0.6461833962946006,-0.5072842015265535,1.145312439712891,1.088305094174414,1,1,12,13,3,1.1441643340415202,2,4,2,2,4,0,6,-0.9690263432016823,6,-0.2930797974556967,2.1235384147722374,1.0034756492026236,1,0,1,4,0.8524666624748413,-0.7850250438866518,-0.10119701650206231,-0.013360327048504598,-0.8193981986669597,-0.24980954419365445,0.7813658143509358,-0.7563210328804112,0.16992708860002484,-0.20769847452544338,2,0.3495455390055087,6,0.6236316606467388,2,1,1.1196085444241355,2,1.6196835949879111,1.7047223332195178,5,5,2,0.5240125896871913,-0.21441637981687842,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592,3,4,1,-0.08959195989676072,0.6583338196718981,-0.6029615777083905,6,5,1.2413075840735348,0.5468358961068991,-0.2701604190614344,-1.169759515812341,1,-1.1263749610066822,-0.5213894158474688,0,1,1,0.13763553856663102
