MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBathrooms,Age,IsRemodeled,RemodAge,TotalPorchSF,HasPool,HasGarage,HasFireplace,QualityScore
1.4898661604889043,4,-1.2182128627307183,-0.6246757890257497,1,1,3,3,0,4,0,10,2,2,4,2,1.2921227769939767,1,1,5,5,2,-0.5794246459675616,3,4,2,2,4,3,2,0.9537179258463693,6,-0.28757875547566153,-0.8264974100658122,-0.005875245358358094,1,4,1,4,-0.7948872798624227,-0.10651224276686448,-0.9204290300474103,1.1171645767968537,-0.2397865836355593,-0.7537778983358826,0.18845470020303418,-0.2113606735618214,3,-0.2944703061634981,6,0.6311011041474772,5,1,3,0.32779375884573997,5,5,2,0.06176078232824755,0.9800074850958256,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,-0.1255013196289874,-0.6135125273649502,8,4,-0.590836003985649,-0.24786485943628928,-0.18262209915993982,0,0.3799627260549125,0.23391231731483428,0,1,1,0.15027555055704223
-0.8685965638429367,4,-0.9273305751444938,-0.4436168447599215,1,1,3,3,0,4,0,17,2,2,0,2,-0.5188641170775031,1,1,12,13,2,-0.5794246459675616,3,4,1,4,4,3,0,-0.7725490181186502,1,0.7591183287418944,-0.10608876840622242,-0.6343871923515314,1,0,1,4,-0.7948872798624227,-0.10651224276686448,-1.5060452549741705,-0.8160275548925273,-0.2397865836355593,-0.7537778983358826,-1.0661650168893884,-0.2113606735618214,3,-0.940956260763666,6,-0.9444603329429261,3,5,3,-1.0228292360544717,5,5,2,-0.7454743111822054,-0.7044902002589403,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,-0.865136145967037,0.13988714330186902,8,5,-1.3182534417008533,-1.5487030633391514,0.7823686229849931,1,1.6838722895875293,-0.8342550764569397,0,1,0,-0.9665008923423194
-0.8685965638429367,3,0.38163971899351645,-0.17926670822766208,1,1,0,3,0,4,0,12,2,2,0,2,0.3866293299582368,3,1,8,8,2,-0.5794246459675616,3,4,1,4,4,3,5,-0.3409822821273953,6,-0.28757875547566153,0.1287279723878844,-0.33891145631490016,1,0,1,4,-0.7948872798624227,-0.10651224276686448,-1.2510536884008947,-0.8160275548925273,-0.2397865836355593,-0.7537778983358826,0.18845470020303418,-0.2113606735618214,3,-0.940956260763666,6,-0.9444603329429261,3,5,3,-1.0228292360544717,5,5,2,-0.7454743111822054,-0.7044902002589403,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,0.2443160935400374,0.13988714330186902,8,4,-0.9893827227338261,-1.5487030633391514,0.4828887436986346,0,1.3458216620049992,-0.8342550764569397,0,1,0,-1.0781785366322556
0.07478852588979967,3,-0.297085618707674,-0.25246508772251836,1,1,3,3,0,4,0,8,2,2,0,5,-0.5188641170775031,1,1,12,13,2,-0.5794246459675616,2,4,2,2,4,3,6,-1.0164780428093594,6,-0.28757875547566153,0.5026109383124816,-0.6494113823194958,1,0,1,4,0.8733482709940219,-0.10651224276686448,0.0498354902186978,-0.8160275548925273,-0.2397865836355593,1.2387452961622778,0.18845470020303418,-0.2113606735618214,2,0.9985016030368378,6,0.6311011041474772,2,1,0,0.32779375884573997,5,5,2,-0.7454743111822054,0.4440309488465819,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,0.2443160935400374,-1.3669121980317693,8,4,-0.32328016482603356,0.40255424251514177,-1.114337279161944,0,-0.972239784275209,-0.1059591261580029,0,1,1,0.15027555055704223
2.4332512502216406,1,-1.654536294110055,-0.6457789430026791,1,2,0,3,0,4,0,21,2,2,4,5,-0.5188641170775031,1,1,8,8,2,-0.5794246459675616,2,4,2,2,4,3,6,-1.0164780428093594,6,-0.28757875547566153,0.1424066174826867,-1.0450483848092225,1,0,1,4,0.6903651692619047,-0.10651224276686448,-0.5098493889548479,-0.8160275548925273,-0.2397865836355593,1.2387452961622778,-1.0661650168893884,-0.2113606735618214,2,-0.940956260763666,6,-0.9444603329429261,3,5,0,0.32779375884573997,5,5,2,-0.7454743111822054,0.12244502709703567,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,-1.2349535591360619,0.13988714330186902,8,4,-0.9043780030008234,0.40255424251514177,-1.1476128213048726,1,-1.0688256778702176,-0.3098819922417052,0,1,0,0.15027555055704223
0.07478852588979967,3,-0.24860523744330332,-0.17518880407753082,1,1,3,3,0,2,0,5,2,2,0,5,-0.5188641170775031,1,1,12,13,2,-0.5794246459675616,2,4,2,2,4,3,2,-0.5638020642967931,6,-0.28757875547566153,-0.039975317114677784,-0.762092807079228,1,0,1,4,0.9588988120635832,-0.10651224276686448,-0.021475710602641997,1.1171645767968537,-0.2397865836355593,1.2387452961622778,0.18845470020303418,-0.2113606735618214,2,0.3520156484366698,6,-0.9444603329429261,3,1,0,0.32779375884573997,5,5,2,0.06176078232824755,-0.1685136640096966,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,-1.6047709723050865,0.8932868139686883,8,4,-0.4319747244846273,1.703392446418004,-1.0810617370190152,0,-0.9239468374777046,-0.49438363298410254,0,1,0,-0.40811267089263853
-0.6327502914097527,3,-0.9273305751444938,-0.5119217392746203,1,1,3,1,0,4,0,3,2,2,0,2,1.2921227769939767,3,1,12,13,2,-0.5794246459675616,1,4,1,4,4,3,3,-0.35974605325744985,6,-0.28757875547566153,-0.9632838610138356,-1.558374875381336,1,2,1,4,-0.7948872798624227,-0.10651224276686448,-1.6810818388083681,-0.8160275548925273,-0.2397865836355593,-0.7537778983358826,-1.0661650168893884,-0.2113606735618214,1,-0.940956260763666,6,-0.9444603329429261,3,6,1,-2.3734522309546837,3,3,2,0.5783912421749374,-0.7044902002589403,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,2.0934031593851614,0.8932868139686883,8,4,-1.9453374397312022,-1.5487030633391514,1.0818485022713515,1,1.7321652363850337,-0.8342550764569397,0,0,0,-0.6314679594725109
-0.8685965638429367,3,1.6421296318671559,0.08396200466331122,1,1,0,3,0,0,0,5,2,2,0,2,-0.5188641170775031,1,1,12,13,2,-0.5794246459675616,2,4,2,2,4,0,6,-1.0164780428093594,6,-0.28757875547566153,1.7177305775674228,0.6852374931679999,1,0,1,4,-0.7948872798624227,-0.10651224276686448,-0.36722698731216824,-0.8160275548925273,-0.2397865836355593,-0.7537778983358826,0.18845470020303418,-0.2113606735618214,2,-0.2944703061634981,6,0.6311011041474772,2,1,0,0.32779375884573997,5,5,2,-0.7454743111822054,-0.39821789383080103,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,1.3537683330471117,-0.6135125273649502,6,5,0.1505166336857854,-0.24786485943628928,-1.21416390559073,0,-1.1171186246677218,-0.6400428230438899,0,1,1,0.15027555055704223
1.4898661604889043,3,-0.9273305751444938,-0.3238284103498155,1,1,3,3,0,4,0,20,2,2,4,2,-0.5188641170775031,1,1,9,10,2,-0.5794246459675616,3,4,1,2,4,3,0,0.44475063394363934,3,0.4618315829286241,-1.2824522465592234,-0.7470686171112637,1,4,1,4,-0.7948872798624227,-0.10651224276686448,-1.5860002377132483,1.1171645767968537,-0.2397865836355593,-0.7537778983358826,-1.0661650168893884,-0.2113606735618214,3,-1.587442215363834,6,-0.9444603329429261,3,1,3,-1.0228292360544717,5,5,2,2.1040655689096934,-0.7044902002589403,-0.3649043377439319,-0.11723798589269446,1.3741076531810066,-0.05235879079068458,3,2,1,-0.08836123190927078,-1.6047709723050865,1.6466864846355074,8,4,-1.4325220813419393,-0.24786485943628928,-0.3489998098745834,0,0.1384979920673908,0.03970006390178446,0,1,0,-0.40811267089263853
-0.8685965638429367,3,2.5632568758902,0.16021881227076593,1,1,0,3,0,0,0,5,2,2,0,2,-0.5188641170775031,1,1,12,13,2,-0.5794246459675616,2,4,2,0,4,3,6,-1.0164780428093594,6,-0.28757875547566153,2.8211412818814776,1.8971888172504536,1,0,1,4,-0.7948872798624227,-0.10651224276686448,0.6786706247341487,-0.8160275548925273,-0.2397865836355593,-0.7537778983358826,-1.0661650168893884,-0.2113606735618214,0,0.3520156484366698,6,-0.9444603329429261,3,1,0,0.32779375884573997,5,5,2,1.5793627581278988,1.3781614834524065,-0.3649043377439319,-0.11723798589269446,-0.2691687208562493,-0.05235879079068458,3,4,1,-0.08836123190927078,-0.4953187327980122,0.8932868139686883,8,4,1.4994439894488465,-0.24786485943628928,-1.1476128213048726,0,-1.0205327310727133,0.48638824675179904,0,1,0,1.2670519934564037
